lat,lon,type,title,link
,,spa,Epiltech,https://www.google.com/maps/place/Epiltech/data=!4m7!3m6!1s0xd0c79213efda751:0xa248f4c5878adf35!8m2!3d35.7810652!4d-5.8406977!16s%2Fg%2F11hyfyln5t!19sChIJUaf9PiF5DA0RNd-Kh8X0SKI?authuser=0&hl=fr&rclk=1
,,spa,Glamour Spa,https://www.google.com/maps/place/Glamour+Spa/data=!4m7!3m6!1s0xd0b87302f6286f7:0xefc288f223a0e87e!8m2!3d35.7548575!4d-5.8579498!16s%2Fg%2F11l2_8x9ts!19sChIJ94ZiLzCHCw0RfuigI_KIwu8?authuser=0&hl=fr&rclk=1
,,spa,Salon Parisienne Spa et Hammam,https://www.google.com/maps/place/Salon+Parisienne+Spa+et+Hammam/data=!4m7!3m6!1s0xd0b875edbe1f9b9:0x66a30e93112c0dd8!8m2!3d35.7710593!4d-5.83104!16s%2Fg%2F11cjdzyd9d!19sChIJufnh216HCw0R2A0sEZMOo2Y?authuser=0&hl=fr&rclk=1
,,spa,L'Oriental,https://www.google.com/maps/place/L%27Oriental/data=!4m7!3m6!1s0xd0c790b0390e069:0xa6e74a4b6a2ed7d8!8m2!3d35.7836468!4d-5.8210688!16s%2Fg%2F11h4_dz15m!19sChIJaeCQAwt5DA0R2NcuaktK56Y?authuser=0&hl=fr&rclk=1
,,spa,GOLD HOUSE,https://www.google.com/maps/place/GOLD+HOUSE/data=!4m7!3m6!1s0xd0b81f86ca0ce37:0x96b677165d930d45!8m2!3d35.771078!4d-5.8075589!16s%2Fg%2F11hwzwxk7y!19sChIJN86gbPiBCw0RRQ2TXRZ3tpY?authuser=0&hl=fr&rclk=1
,,spa,ARIAM SPA,https://www.google.com/maps/place/ARIAM+SPA/data=!4m7!3m6!1s0xd0b871bd31081a9:0x6a0087efd8b5b197!8m2!3d35.7520136!4d-5.8399782!16s%2Fg%2F11tg1_3zcd!19sChIJqYEQ0xuHCw0Rl7G12O-HAGo?authuser=0&hl=fr&rclk=1
,,spa,Yves Rocher,https://www.google.com/maps/place/Yves+Rocher/data=!4m7!3m6!1s0xd0c78ab5b1642a1:0x54ffab15a70392cd!8m2!3d35.7798713!4d-5.8151107!16s%2Fg%2F11dzdvhcpc!19sChIJoUIWW6t4DA0RzZIDpxWr_1Q?authuser=0&hl=fr&rclk=1
,,spa,L'étoile SPA & Beauty,https://www.google.com/maps/place/L%27%C3%A9toile+SPA+%26+Beauty/data=!4m7!3m6!1s0xd0b879f8de4342f:0xb80cee644a26042e!8m2!3d35.7722719!4d-5.8152773!16s%2Fg%2F11rvknfzrq!19sChIJLzTkjZ-HCw0RLgQmSmTuDLg?authuser=0&hl=fr&rclk=1
,,spa,"Maison prestige beauty - , Massages, soins, manucures, pédicures, épilation, maquillage…100% femme","https://www.google.com/maps/place/Maison+prestige+beauty+-+,+Massages,+soins,+manucures,+p%C3%A9dicures,+%C3%A9pilation,+maquillage%E2%80%A6100%25+femme/data=!4m7!3m6!1s0xd0b87e01f4de549:0xb346a717fcc579e4!8m2!3d35.7699516!4d-5.8289668!16s%2Fg%2F11sd9f__l4!19sChIJSeVNH-CHCw0R5HnF_BenRrM?authuser=0&hl=fr&rclk=1"
,,spa,Luxe by Luxury institute Spa (Homme et femmes ),https://www.google.com/maps/place/Luxe+by+Luxury+institute+Spa+%28Homme+et+femmes+%29/data=!4m7!3m6!1s0xd0b87f69b27ab7d:0xda9bf34de8117f0a!8m2!3d35.7706301!4d-5.8358677!16s%2Fg%2F11smrfk92m!19sChIJfasnm_aHCw0RCn8R6E3zm9o?authuser=0&hl=fr&rclk=1
,,spa,Manar,https://www.google.com/maps/place/Manar/data=!4m7!3m6!1s0xd0b8788c13e3d8d:0x19102fb88aef9404!8m2!3d35.746016!4d-5.8509985!16s%2Fg%2F11fmnh4qm2!19sChIJjT0-wYiHCw0RBJTvirgvEBk?authuser=0&hl=fr&rclk=1
,,spa,Maison Barbie,https://www.google.com/maps/place/Maison+Barbie/data=!4m7!3m6!1s0xd0b81c12a8f294f:0x5564d3af8e34e25f!8m2!3d35.7633345!4d-5.8126889!16s%2Fg%2F11lcqthftd!19sChIJTymPKsGBCw0RX-I0jq_TZFU?authuser=0&hl=fr&rclk=1
,,spa,Maison Georgina,https://www.google.com/maps/place/Maison+Georgina/data=!4m7!3m6!1s0xd0b87486089251b:0x865c2d90d4ed97c2!8m2!3d35.7554249!4d-5.8357254!16s%2Fg%2F11tsxsy_h7!19sChIJGyWJYEiHCw0Rwpft1JAtXIY?authuser=0&hl=fr&rclk=1
,,spa,Serenity Day Spa,https://www.google.com/maps/place/Serenity+Day+Spa/data=!4m7!3m6!1s0xd0c7998e73604b3:0x3c0ac673e4a75dc3!8m2!3d35.7808978!4d-5.8362539!16s%2Fg%2F11t7_pvhsd!19sChIJswQ255h5DA0Rw12n5HPGCjw?authuser=0&hl=fr&rclk=1
,,spa,Caballero Spa Massage Tanger,https://www.google.com/maps/place/Caballero+Spa+Massage+Tanger/data=!4m7!3m6!1s0xd0b81a1bb7dd763:0x9030a55f6b6bd0b3!8m2!3d35.773465!4d-5.7998694!16s%2Fg%2F11n_y4mt9w!19sChIJY9d9u6GBCw0Rs9Bra1-lMJA?authuser=0&hl=fr&rclk=1
,,spa,Beauty wow,https://www.google.com/maps/place/Beauty+wow/data=!4m7!3m6!1s0xd0b81c4284e08ff:0x254beed498ce61cc!8m2!3d35.7553805!4d-5.8007544!16s%2Fg%2F11h4lk4l69!19sChIJ_whOKMSBCw0RzGHOmNTuSyU?authuser=0&hl=fr&rclk=1
,,spa,Tounarouz,https://www.google.com/maps/place/Tounarouz/data=!4m7!3m6!1s0xd0c7988ff546777:0x91b7d64091028c22!8m2!3d35.7736955!4d-5.8171377!16s%2Fg%2F11v06pdzk2!19sChIJd2dU_4h5DA0RIowCkUDWt5E?authuser=0&hl=fr&rclk=1
,,spa,mouna spa,https://www.google.com/maps/place/mouna+spa/data=!4m7!3m6!1s0xd0b87d9c807765b:0xac433f4af1b4a2e7!8m2!3d35.7598632!4d-5.8424132!16s%2Fg%2F11l1mnt_5t!19sChIJW3YHyNmHCw0R56K08Uo_Q6w?authuser=0&hl=fr&rclk=1
,,spa,حمام ابن بطوطة - Hammam Ibn Batouta,https://www.google.com/maps/place/%D8%AD%D9%85%D8%A7%D9%85+%D8%A7%D8%A8%D9%86+%D8%A8%D8%B7%D9%88%D8%B7%D8%A9+-+Hammam+Ibn+Batouta%E2%80%AD/data=!4m7!3m6!1s0xd0b875b82b11143:0x408de08825e6f23c!8m2!3d35.7660378!4d-5.8295822!16s%2Fg%2F11f122pfwh!19sChIJQxGxgluHCw0RPPLmJYjgjUA?authuser=0&hl=fr&rclk=1
,,spa,Nidal Beauté & Spa,https://www.google.com/maps/place/Nidal+Beaut%C3%A9+%26+Spa/data=!4m7!3m6!1s0xd0b81db9491c6e5:0xd649ef7d658cf7aa!8m2!3d35.7595061!4d-5.8340281!16s%2Fg%2F11ry7mbb23!19sChIJ5caRlNuBCw0RqveMZX3vSdY?authuser=0&hl=fr&rclk=1
,,spa,Divin Siham Cosmetique & SPA Tanger,https://www.google.com/maps/place/Divin+Siham+Cosmetique+%26+SPA+Tanger/data=!4m7!3m6!1s0xd0c7939f82fda53:0x4fa468f404463a33!8m2!3d35.7788933!4d-5.859869!16s%2Fg%2F11rg22mnk0!19sChIJU9ov-Dl5DA0RMzpGBPRopE8?authuser=0&hl=fr&rclk=1
,,spa,L’atelier Glow UP,https://www.google.com/maps/place/L%E2%80%99atelier+Glow+UP/data=!4m7!3m6!1s0xd0c7f0bfae3ac3f:0xdd6ac60294a3a387!8m2!3d35.7733125!4d-5.7993125!16s%2Fg%2F11s3bf79r0!19sChIJP6zj-gt_DA0Rh6OjlALGat0?authuser=0&hl=fr&rclk=1
,,spa,So M Spa,https://www.google.com/maps/place/So+M+Spa/data=!4m7!3m6!1s0xd0c7f113dfe03c1:0x8fa43a72f9748416!8m2!3d35.7767215!4d-5.799802!16s%2Fg%2F11s_yghp4x!19sChIJwQP-PRF_DA0RFoR0-XI6pI8?authuser=0&hl=fr&rclk=1
,,spa,Reflet de la beauté,https://www.google.com/maps/place/Reflet+de+la+beaut%C3%A9/data=!4m7!3m6!1s0xd0b87c65a68bc9d:0xf3c32b1770816b13!8m2!3d35.762114!4d-5.8379612!16s%2Fg%2F11nn2n6wy1!19sChIJnbxoWsaHCw0RE2uBcBcrw_M?authuser=0&hl=fr&rclk=1
,,spa,Yves Rocher,https://www.google.com/maps/place/Yves+Rocher/data=!4m7!3m6!1s0xd0c7f5477d5ec25:0xd8a18b86a7f51a78!8m2!3d35.7804926!4d-5.8107708!16s%2Fg%2F11c2py78wc!19sChIJJezVd1R_DA0ReBr1p4aLodg?authuser=0&hl=fr&rclk=1
,,spa,emerald spa And fitness,https://www.google.com/maps/place/emerald+spa+And+fitness/data=!4m7!3m6!1s0xd0b87668b4714c3:0x8d879048270c5518!8m2!3d35.7613943!4d-5.8398305!16s%2Fg%2F11vctzjbhh!19sChIJwxRHi2aHCw0RGFUMJ0iQh40?authuser=0&hl=fr&rclk=1
,,spa,Tendance Spa,https://www.google.com/maps/place/Tendance+Spa/data=!4m7!3m6!1s0xd0c7f59c057c409:0x42d9709d16e432d8!8m2!3d35.7798306!4d-5.8055852!16s%2Fg%2F11vbz4hjrf!19sChIJCcRXwFl_DA0R2DLkFp1w2UI?authuser=0&hl=fr&rclk=1
,,spa,Spa,https://www.google.com/maps/place/Spa/data=!4m7!3m6!1s0xd0c7f44b5484a77:0x926cab5c37b2f6bb!8m2!3d35.7886623!4d-5.8113307!16s%2Fg%2F11lh3n541s!19sChIJd0pItUR_DA0Ru_ayN1yrbJI?authuser=0&hl=fr&rclk=1
,,spa,Asfa Spa,https://www.google.com/maps/place/Asfa+Spa/data=!4m7!3m6!1s0xd0c797d95304a65:0x10f2d5897cf1075!8m2!3d35.7595061!4d-5.8340281!16s%2Fg%2F11q83btk8_!19sChIJZUowlX15DA0RdRDPl1gtDwE?authuser=0&hl=fr&rclk=1
,,spa,magic minceur,https://www.google.com/maps/place/magic+minceur/data=!4m7!3m6!1s0xd0b8174d925ad17:0xea3224bce39b469e!8m2!3d35.7731669!4d-5.8013079!16s%2Fg%2F11m_yjk6hj!19sChIJF60l2XSBCw0Rnkab47wkMuo?authuser=0&hl=fr&rclk=1
,,spa,HAMMAM ZARYOUH Tanger,https://www.google.com/maps/place/HAMMAM+ZARYOUH+Tanger/data=!4m7!3m6!1s0xd0b81623c6828b5:0x7477c215eaf653ba!8m2!3d35.7740677!4d-5.8109273!16s%2Fg%2F11vbp889mv!19sChIJtShoPGKBCw0RulP26hXCd3Q?authuser=0&hl=fr&rclk=1
,,spa,Centre Lys Beauté & SPA,https://www.google.com/maps/place/Centre+Lys+Beaut%C3%A9+%26+SPA/data=!4m7!3m6!1s0xd0b8723fd034705:0x3a77d8c76fa6163d!8m2!3d35.7603003!4d-5.8432134!16s%2Fg%2F11q3_zq7x8!19sChIJBUcD_SOHCw0RPRamb8fYdzo?authuser=0&hl=fr&rclk=1
,,spa,Bogos Land - Barbershop & Hammam Turc,https://www.google.com/maps/place/Bogos+Land+-+Barbershop+%26+Hammam+Turc/data=!4m7!3m6!1s0xd0b81fe0ff2dcdb:0xe8350246d59f50b7!8m2!3d35.7664396!4d-5.8076459!16s%2Fg%2F11kj44cv_y!19sChIJ29zyD_6BCw0Rt1Cf1UYCNeg?authuser=0&hl=fr&rclk=1
,,spa,Saba's House - Riad Dar Saba,https://www.google.com/maps/place/Saba%27s+House+-+Riad+Dar+Saba/data=!4m7!3m6!1s0xd0c7f93d29a8625:0xfda5ee221ff6fbbd!8m2!3d35.7880883!4d-5.8110714!16s%2Fg%2F11h037jp9p!19sChIJJYaa0pN_DA0Rvfv2HyLupf0?authuser=0&hl=fr&rclk=1
,,spa,Imane SPA,https://www.google.com/maps/place/Imane+SPA/data=!4m7!3m6!1s0xd0b874bba0f0555:0x66bd261776a5e733!8m2!3d35.7393021!4d-5.8737096!16s%2Fg%2F11rqldqr6l!19sChIJVQUPukuHCw0RM-eldhcmvWY?authuser=0&hl=fr&rclk=1
,,spa,ENERGYM FITNESS,https://www.google.com/maps/place/ENERGYM+FITNESS/data=!4m7!3m6!1s0xd0b876f6ab2c10d:0xbed1fa744029e69c!8m2!3d35.7614187!4d-5.8419378!16s%2Fg%2F11d_2htx0m!19sChIJDcGyam-HCw0RnOYpQHT60b4?authuser=0&hl=fr&rclk=1
,,spa,EZO Spa,https://www.google.com/maps/place/EZO+Spa/data=!4m7!3m6!1s0xd0b81adb6f05d09:0x2855c1caebb40193!8m2!3d35.7652127!4d-5.7604851!16s%2Fg%2F11vbbs0xmm!19sChIJCV3wtq2BCw0RkwG068rBVSg?authuser=0&hl=fr&rclk=1
,,spa,Spa casa mira,https://www.google.com/maps/place/Spa+casa+mira/data=!4m7!3m6!1s0xd0b87d42ac5e07d:0x67b1188847a3d43!8m2!3d35.7394924!4d-5.8724408!16s%2Fg%2F11tf_pm5vp!19sChIJfeDFKtSHCw0RQz16hIgRewY?authuser=0&hl=fr&rclk=1
,,spa,Yves Rocher,https://www.google.com/maps/place/Yves+Rocher/data=!4m7!3m6!1s0xd0b81dc4c8dd7b3:0xec7f74720a715ab0!8m2!3d35.773569!4d-5.7868151!16s%2Fg%2F11fs2ng38h!19sChIJs9eNTNyBCw0RsFpxCnJ0f-w?authuser=0&hl=fr&rclk=1
,,spa,Hotel Andalucia Golf,https://www.google.com/maps/place/Hotel+Andalucia+Golf/data=!4m7!3m6!1s0xd0c77d46b673909:0xa4be6d8333df786b!8m2!3d35.7779125!4d-5.8474179!16s%2Fg%2F1tfqmmlr!19sChIJCTlna9R3DA0Ra3jfM4NtvqQ?authuser=0&hl=fr&rclk=1
,,spa,Nieness spa,https://www.google.com/maps/place/Nieness+spa/data=!4m7!3m6!1s0xd0b81e571d17eb9:0xc8965501b6ee5a1c!8m2!3d35.7740462!4d-5.7899988!16s%2Fg%2F11fpp4bdh7!19sChIJuX7RceWBCw0RHFrutgFVlsg?authuser=0&hl=fr&rclk=1
,,spa,KR SPA,https://www.google.com/maps/place/KR+SPA/data=!4m7!3m6!1s0xd0b81eeb1bacc13:0x22574a8b1fe8a59c!8m2!3d35.774797!4d-5.7858017!16s%2Fg%2F11vd8xk4x3!19sChIJE8y6se6BCw0RnKXoH4tKVyI?authuser=0&hl=fr&rclk=1
,,spa,Kabir Ezzahraouy Salon & Spa,https://www.google.com/maps/place/Kabir+Ezzahraouy+Salon+%26+Spa/data=!4m7!3m6!1s0xd0c7950c218342d:0xffedf1377ace1975!8m2!3d35.7818737!4d-5.8223358!16s%2Fg%2F11sx1b110r!19sChIJLTQYwlB5DA0RdRnOejfx7f8?authuser=0&hl=fr&rclk=1
,,spa,Pure Harmony,https://www.google.com/maps/place/Pure+Harmony/data=!4m7!3m6!1s0xd0b877f909ef075:0x8378e0d531ea3ef3!8m2!3d35.7622408!4d-5.8441193!16s%2Fg%2F11s46jz66b!19sChIJdfCekH-HCw0R8z7qMdXgeIM?authuser=0&hl=fr&rclk=1
,,spa,Le petit coin de beauté,https://www.google.com/maps/place/Le+petit+coin+de+beaut%C3%A9/data=!4m7!3m6!1s0xd0b8729dd2ed11d:0x2c57656628f77d1e!8m2!3d35.7589394!4d-5.8470395!16s%2Fg%2F11ty7c1x97!19sChIJHdEu3SmHCw0RHn33KGZlVyw?authuser=0&hl=fr&rclk=1
,,spa,Hotel Andalucia Golf,https://www.google.com/maps/place/Hotel+Andalucia+Golf/data=!4m10!3m9!1s0xd0c77d46b673909:0xa4be6d8333df786b!5m2!4m1!1i2!8m2!3d35.7779125!4d-5.8474179!16s%2Fg%2F1tfqmmlr!19sChIJCTlna9R3DA0Ra3jfM4NtvqQ?authuser=0&hl=fr&rclk=1
,,spa,Suite de Reine,https://www.google.com/maps/place/Suite+de+Reine/data=!4m7!3m6!1s0xd0b87ea5ccbbc7b:0x871413660fd6205e!8m2!3d35.7639908!4d-5.8363218!16s%2Fg%2F11kjck7h6k!19sChIJe7zLXOqHCw0RXiDWD2YTFIc?authuser=0&hl=fr&rclk=1
,,spa,Flowers SPA,https://www.google.com/maps/place/Flowers+SPA/data=!4m7!3m6!1s0xd0b87cb75d4ec3b:0x7f911f7aba6e01a6!8m2!3d35.766639!4d-5.8575713!16s%2Fg%2F11t_l729w4!19sChIJO-zUdcuHCw0RpgFuunofkX8?authuser=0&hl=fr&rclk=1
,,spa,Flowers Spa,https://www.google.com/maps/place/Flowers+Spa/data=!4m7!3m6!1s0xa3bb840948d58035:0x79fe38dc015e453c!8m2!3d35.7554083!4d-5.8537!16s%2Fg%2F11v6f7zjwb!19sChIJNYDVSAmEu6MRPEVeAdw4_nk?authuser=0&hl=fr&rclk=1
,,spa,Glamour Beauty Salon,https://www.google.com/maps/place/Glamour+Beauty+Salon/data=!4m7!3m6!1s0xd0b87de5ed1cd49:0x5fe2af28922aad33!8m2!3d35.7479601!4d-5.8377526!16s%2Fg%2F11fsmpy1dj!19sChIJSc3RXt6HCw0RM60qkiiv4l8?authuser=0&hl=fr&rclk=1
,,spa,Rêveuse,https://www.google.com/maps/place/R%C3%AAveuse/data=!4m7!3m6!1s0xd0b879266d34709:0xa223797194dd576d!8m2!3d35.7447814!4d-5.8430538!16s%2Fg%2F11rw77kxc7!19sChIJCUfTZpKHCw0RbVfdlHF5I6I?authuser=0&hl=fr&rclk=1
,,spa,DOLL'S CORNER,https://www.google.com/maps/place/DOLL%27S+CORNER/data=!4m7!3m6!1s0xd0b8700d09a68b7:0x6a932290ebf7edf!8m2!3d35.7561268!4d-5.8278622!16s%2Fg%2F11p9md1zlf!19sChIJt2ia0ACHCw0R336_DikyqQY?authuser=0&hl=fr&rclk=1
,,spa,IJIGEN ROSE HAMMAM&SPA,https://www.google.com/maps/place/IJIGEN+ROSE+HAMMAM%26SPA/data=!4m7!3m6!1s0xd0b87d3ded2ce7d:0x429cd68a4892ccf1!8m2!3d35.7522108!4d-5.8328896!16s%2Fg%2F11ll84_xvw!19sChIJfc7S3tOHCw0R8cySSIrWnEI?authuser=0&hl=fr&rclk=1
,,spa,Spa Tanger - Massage Corps a Corps,https://www.google.com/maps/place/Spa+Tanger+-+Massage+Corps+a+Corps/data=!4m7!3m6!1s0xd0b8721bb5a550f:0xd7ca2d3920e8c61a!8m2!3d35.7407388!4d-5.8317987!16s%2Fg%2F11kqrprps9!19sChIJD1VauyGHCw0RGsboIDktytc?authuser=0&hl=fr&rclk=1
,,spa,Spa Gossip & Glamou By Walae,https://www.google.com/maps/place/Spa+Gossip+%26+Glamou+By+Walae/data=!4m7!3m6!1s0xd0b87ab0adadbab:0xda68ab3e45cd682d!8m2!3d35.7393079!4d-5.8333924!16s%2Fg%2F11v597vbnl!19sChIJq9vaCquHCw0RLWjNRT6raNo?authuser=0&hl=fr&rclk=1
,,spa,Hammam,https://www.google.com/maps/place/Hammam/data=!4m7!3m6!1s0xd0b87931a3b6b1d:0x9ab6345113953394!8m2!3d35.7612159!4d-5.8420467!16s%2Fg%2F11h4zn7qcz!19sChIJHWs7GpOHCw0RlDOVE1E0tpo?authuser=0&hl=fr&rclk=1
,,spa,Sufinya spa,https://www.google.com/maps/place/Sufinya+spa/data=!4m7!3m6!1s0xd0b87c6d7828995:0xd15ca2762a7c445c!8m2!3d35.7595061!4d-5.8340281!16s%2Fg%2F11st67q8bn!19sChIJlYmC18aHCw0RXER8KnaiXNE?authuser=0&hl=fr&rclk=1
,,spa,Belle by khaoula spa,https://www.google.com/maps/place/Belle+by+khaoula+spa/data=!4m7!3m6!1s0xd0b87662e6e515d:0xff829f91395ca035!8m2!3d35.7513165!4d-5.8473415!16s%2Fg%2F11tm_txh7x!19sChIJXVFuLmaHCw0RNaBcOZGfgv8?authuser=0&hl=fr&rclk=1
,,spa,Alysse spa,https://www.google.com/maps/place/Alysse+spa/data=!4m7!3m6!1s0xd0b87e7bd025e3b:0x63b739780b46399f!8m2!3d35.7333476!4d-5.8504877!16s%2Fg%2F11v5_xqjtm!19sChIJO14CveeHCw0RnzlGC3g5t2M?authuser=0&hl=fr&rclk=1
,,spa,Tiffany Lounge,https://www.google.com/maps/place/Tiffany+Lounge/data=!4m7!3m6!1s0xd0b8102a02076cd:0x7b367a785ce5b38c!8m2!3d35.7726029!4d-5.7988099!16s%2Fg%2F11g_qmrx8q!19sChIJzXYgoAKBCw0RjLPlXHh6Nns?authuser=0&hl=fr&rclk=1
,,spa,Magic SPA,https://www.google.com/maps/place/Magic+SPA/data=!4m7!3m6!1s0xd0b815b8f2dfcc5:0x53d836bc134af4c5!8m2!3d35.7717681!4d-5.7998771!16s%2Fg%2F11kr5chwlg!19sChIJxfwtj1uBCw0RxfRKE7w22FM?authuser=0&hl=fr&rclk=1
,,spa,SPA ALMNDAR ALJAMILE,https://www.google.com/maps/place/SPA+ALMNDAR+ALJAMILE/data=!4m7!3m6!1s0xd0b873d2d5474eb:0xd6e7a1b8b223fee6!8m2!3d35.7611113!4d-5.7991879!16s%2Fg%2F11lc9gygt6!19sChIJ63RULT2HCw0R5v4jsrih59Y?authuser=0&hl=fr&rclk=1
,,spa,Hammam mabrouka حمام مبروكة,https://www.google.com/maps/place/Hammam+mabrouka+%D8%AD%D9%85%D8%A7%D9%85+%D9%85%D8%A8%D8%B1%D9%88%D9%83%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xd0b876eced89c39:0xef4b49e4c122f5b1!8m2!3d35.7553499!4d-5.8150211!16s%2Fg%2F11gxjtmjks!19sChIJOZzYzm6HCw0RsfUiweRJS-8?authuser=0&hl=fr&rclk=1
,,spa,Spa Ambar,https://www.google.com/maps/place/Spa+Ambar/data=!4m7!3m6!1s0xd0b81815aea9465:0x9fdc0bfcc41a4d28!8m2!3d35.7648124!4d-5.7977274!16s%2Fg%2F11q255x83d!19sChIJZZTqWoGBCw0RKE0axPwL3J8?authuser=0&hl=fr&rclk=1
,,spa,GAL SPA,https://www.google.com/maps/place/GAL+SPA/data=!4m7!3m6!1s0xd0b818821f40bbb:0x257b9ec29ff3b77b!8m2!3d35.7659772!4d-5.8071403!16s%2Fg%2F11l79ckjtr!19sChIJuwv0IYiBCw0Re7fzn8KeeyU?authuser=0&hl=fr&rclk=1
,,spa,Beauty touch,https://www.google.com/maps/place/Beauty+touch/data=!4m7!3m6!1s0xd0b87cba5db3971:0xf90fb92a6eedfabc!8m2!3d35.7718044!4d-5.8150686!16s%2Fg%2F11svrzfwpf!19sChIJcTnbpcuHCw0RvPrtbiq5D_k?authuser=0&hl=fr&rclk=1
,,spa,Bangkok Thailand Traditional Massage,https://www.google.com/maps/place/Bangkok+Thailand+Traditional+Massage/data=!4m7!3m6!1s0xd0b81ac3681724f:0xed7095e2869bb211!8m2!3d35.7744235!4d-5.7897204!16s%2Fg%2F11k3hl2r10!19sChIJT3KBNqyBCw0REbKbhuKVcO0?authuser=0&hl=fr&rclk=1
,,spa,Fredj Hotel & Spa,https://www.google.com/maps/place/Fredj+Hotel+%26+Spa/data=!4m7!3m6!1s0xd0c78acb37d912b:0x1d50e3c31f9220de!8m2!3d35.781948!4d-5.8134646!16s%2Fg%2F11dyrb2lfg!19sChIJK5F9s6x4DA0R3iCSH8PjUB0?authuser=0&hl=fr&rclk=1
,,spa,Claudia Beauté,https://www.google.com/maps/place/Claudia+Beaut%C3%A9/data=!4m7!3m6!1s0xd0b81edd2827a7f:0xbd00f47a19370a08!8m2!3d35.7754554!4d-5.7952004!16s%2Fg%2F11kr7249mp!19sChIJf3qC0u2BCw0RCAo3GXr0AL0?authuser=0&hl=fr&rclk=1
,,spa,Yves Rocher,https://www.google.com/maps/place/Yves+Rocher/data=!4m7!3m6!1s0xd0b81b671007da7:0x57cadc84847bbd66!8m2!3d35.7682874!4d-5.806164!16s%2Fg%2F11rgc6t_md!19sChIJp30AcbaBCw0RZr17hITcylc?authuser=0&hl=fr&rclk=1
,,spa,Manifica Spa,https://www.google.com/maps/place/Manifica+Spa/data=!4m7!3m6!1s0xd0b810003c63dd5:0x39a55fb86ee69128!8m2!3d35.769941!4d-5.7894722!16s%2Fg%2F11v9k0wxxx!19sChIJ1T3GAwCBCw0RKJHmbrhfpTk?authuser=0&hl=fr&rclk=1
,,spa,Estrella spa tanger,https://www.google.com/maps/place/Estrella+spa+tanger/data=!4m7!3m6!1s0xd0b876af5b82fc3:0xee32908638c409a!8m2!3d35.7469611!4d-5.8597884!16s%2Fg%2F11r0zqghhg!19sChIJwy-49WqHCw0RmkCMYwgp4w4?authuser=0&hl=fr&rclk=1
,,spa,Estrella Tanger,https://www.google.com/maps/place/Estrella+Tanger/data=!4m7!3m6!1s0xd0b877ab3f0cc9d:0xa85db44afdb91a59!8m2!3d35.7384292!4d-5.8850689!16s%2Fg%2F11p70xyn2k!19sChIJnczws3qHCw0RWRq5_Uq0Xag?authuser=0&hl=fr&rclk=1
,,spa,حمام فلورا Hammam Flora,https://www.google.com/maps/place/%D8%AD%D9%85%D8%A7%D9%85+%D9%81%D9%84%D9%88%D8%B1%D8%A7+Hammam+Flora%E2%80%AD/data=!4m7!3m6!1s0xd0b87ff287d2beb:0x69768a2a63e5cecc!8m2!3d35.7335605!4d-5.8763903!16s%2Fg%2F11v9w3tm0h!19sChIJ6yt9KP-HCw0RzM7lYyqKdmk?authuser=0&hl=fr&rclk=1
,,spa,Sufinya spa,https://www.google.com/maps/place/Sufinya+spa/data=!4m7!3m6!1s0xd0b87901bdcfd69:0x24ffe342a50a9500!8m2!3d35.7392626!4d-5.8333439!16s%2Fg%2F11st67w4_x!19sChIJaf3cG5CHCw0RAJUKpULj_yQ?authuser=0&hl=fr&rclk=1
,,spa,بحيرة سيدي حساين,https://www.google.com/maps/place/%D8%A8%D8%AD%D9%8A%D8%B1%D8%A9+%D8%B3%D9%8A%D8%AF%D9%8A+%D8%AD%D8%B3%D8%A7%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0xd0b8721f5b6a5db:0xe362cb281648d58c!8m2!3d35.6980445!4d-5.8249996!16s%2Fg%2F11k8jnp781!19sChIJ26W29SGHCw0RjNVIFijLYuM?authuser=0&hl=fr&rclk=1
,,spa,Salon de Beauté BOUKHALEF,https://www.google.com/maps/place/Salon+de+Beaut%C3%A9+BOUKHALEF/data=!4m7!3m6!1s0xd0b87caa62d668b:0x504d6afb060b0092!8m2!3d35.7353968!4d-5.8796004!16s%2Fg%2F11h4h30gvm!19sChIJi2YtpsqHCw0RkgALBvtqTVA?authuser=0&hl=fr&rclk=1
,,spa,T'envoyons et jyeh,https://www.google.com/maps/place/T%27envoyons+et+jyeh/data=!4m7!3m6!1s0xd0b87e09870be45:0x6aa371cc559b057d!8m2!3d35.7480281!4d-5.8384255!16s%2Fg%2F11kj0v9vrc!19sChIJRb5wmOCHCw0RfQWbVcxxo2o?authuser=0&hl=fr&rclk=1
,,spa,Hamam Assalam,https://www.google.com/maps/place/Hamam+Assalam/data=!4m7!3m6!1s0xd0b80ce436f0b69:0xe92d5ab510d08d5b!8m2!3d35.7445413!4d-5.8074305!16s%2Fg%2F11cr_pr86j!19sChIJaQtvQ86ACw0RW43QELVaLek?authuser=0&hl=fr&rclk=1
,,spa,centre Mouna Zouiten,https://www.google.com/maps/place/centre+Mouna+Zouiten/data=!4m7!3m6!1s0xd0b81a7834b0ed1:0xf704aea0d226f500!8m2!3d35.751122!4d-5.8003625!16s%2Fg%2F11v5fd2d53!19sChIJ0Q5Lg6eBCw0RAPUm0qCuBPc?authuser=0&hl=fr&rclk=1
